,Unnamed: 0,apartment_id,site_id,building_id,plan_id,floor_id,unit_id,area_id,unit_usage,entity_type,entity_subtype,geom,elevation,height,zoning,roomtype
30,30,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,ENTRANCE_DOOR,"POLYGON ((-0.7110512080647871 2.1303807525960448, -0.5845207400910608 2.2811738923763603, 0.1074304640956623 1.7005578921506039, -0.0191000038780640 1.5497647523702920, -0.7110512080647871 2.1303807525960448))",0.0,2.0,Entrance Door,Entrance Door
31,31,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((0.2473122663750900 3.7762832123196741, 0.3163288852698471 3.8585340158362076, 1.6284250366050479 2.7575546191817129, 1.5594084177102907 2.6753038156651794, 0.2473122663750900 3.7762832123196741))",0.0,2.0,Door,Door
32,32,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((0.3832432216366204 7.8226062163949610, 0.4522598405313811 7.9048570199115016, 3.6574300410566734 5.2153998867903173, 3.5884134221619126 5.1331490832737767, 0.3832432216366204 7.8226062163949610))",0.0,2.0,Door,Door
33,33,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,WINDOW,"POLYGON ((-1.1850789537430106 5.9048328309429774, -1.6443126067103293 6.2901756197720520, -0.5214231723114633 7.6283831373029809, -0.0621895193441446 7.2430403484739063, -1.1850789537430106 5.9048328309429774))",0.5,1.9,Window,Window
34,34,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,WINDOW,"POLYGON ((4.5736459888761551 -0.2899790068856092, 5.6728128014401378 1.0199569908478416, 6.1017976895867658 0.6599959294233795, 5.0026308770227832 -0.6499400683100713, 4.5736459888761551 -0.2899790068856092))",0.5,1.9,Window,Window
35,35,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((0.7880955650392343 1.5237584843354650, 0.6441566588852981 1.6445375674012954, 1.1754750741862230 2.2777381976476345, 1.3194139803401592 2.1569591145818077, 0.7880955650392343 1.5237584843354650))",0.0,2.0,Door,Door
36,36,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,WINDOW,"POLYGON ((-2.8438871732144815 4.8605783205560851, -2.4768940409963154 5.2979437043344877, -2.0176603880289967 4.9126009155054131, -2.3846535202471628 4.4752355317270140, -2.8438871732144815 4.8605783205560851))",0.5,1.9,Window,Window
37,37,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((-0.7634757061192676 2.5809529763862482, -0.8457265096358011 2.6499695952810072, -0.3801382075679793 3.2048361269401724, -0.2978874040514459 3.1358195080454134, -0.7634757061192676 2.5809529763862482))",0.0,2.0,Door,Door
38,38,3c3b1d6ca8b4b9092480b8c75f9eaa81,210,399,1054,1588,7300.0,,RESIDENTIAL,opening,DOOR,"POLYGON ((3.1872446980475386 4.3829530827673953, 3.0433057918936024 4.5037321658332257, 3.5746242071945291 5.1369327960795683, 3.7185631133484653 5.0161537130137379, 3.1872446980475386 4.3829530827673953))",0.0,2.0,Door,Door
39,39,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619317.0,RESIDENTIAL,area,BATHROOM,"POLYGON ((-2.6866704918636861 0.4668536761608362, -3.6110840113438654 -0.6348194567223242, -4.8970687964833406 0.4442499021878046, -4.9956639663329971 0.3267487543070384, -5.5228870429102015 0.7691414434111206, -4.4998783535803657 1.9883157241750471, -2.6866704918636861 0.4668536761608362))",0.0,2.6,Zone3,Bathroom
40,40,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619302.0,RESIDENTIAL,area,DINING,"POLYGON ((-1.9385808167910970 -1.7071065540972494, 1.1867231962607816 -4.3295479987659551, -0.3456938706256110 -6.1558115435804970, -0.3587495537234733 -6.1448565247083131, -0.4792547613174980 -6.2884690387848030, -0.8513417296065855 -5.9762510009275580, -1.6140011164427501 -6.8851530651152544, -1.2876090389961825 -7.1590285369198545, -1.3018056254243118 -7.1759473697981520, -4.3683590645358077 -4.6028035100542741, -1.9385808167910970 -1.7071065540972494))",0.0,2.6,Zone2,Dining
41,41,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619316.0,RESIDENTIAL,area,SHAFT,"POLYGON ((0.3350072379012738 1.2574462988398043, -0.3867384324434990 0.3973033032671029, -0.5288188576337509 0.5165229356417544, 0.1929268127110220 1.3766659312144558, 0.3350072379012738 1.2574462988398043))",0.0,2.6,Structure,Structure
42,42,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619309.0,RESIDENTIAL,area,ROOM,"POLYGON ((-1.1000607810905896 -0.6282547607654454, -1.0945832716544972 -0.6217269192165134, -1.3230577258670948 -0.4300140889532909, -0.6232220932666879 0.4040175404236823, -0.3621084313094327 0.1849171629800015, -0.3566309218733412 0.1914450045289335, -0.3435752387754798 0.1804899856567506, 0.5054387238187825 1.1923054257411092, 3.6242148953217308 -1.4246585094915041, 1.2920814507659024 -4.2039869204500224, -1.8332225622859761 -1.5815454757813168, -1.0608937317970009 -0.6611198173819979, -1.1000607810905896 -0.6282547607654454))",0.0,2.6,Zone1,Bedroom
43,43,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619319.0,RESIDENTIAL,area,ROOM,"POLYGON ((-9.8720295351672664 -4.4139647464403708, -7.7754289963633951 -1.9153335220859002, -4.5848465678222015 -4.5925500611155261, -6.6814471066260728 -7.0911812854699967, -9.8720295351672664 -4.4139647464403708))",0.0,2.6,Zone1,Bedroom
44,44,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619307.0,RESIDENTIAL,area,KITCHEN,"POLYGON ((-4.5024486831742863 -4.4810949980102954, -7.6865032701665488 -1.8093559684167619, -5.6556328445957833 0.6109411573505312, -3.7560309538567580 -0.9830140885522471, -3.7012558594958360 -0.9177356730629338, -2.4168031632425988 -1.9955194567536889, -4.5024486831742863 -4.4810949980102954))",0.0,2.6,Zone2,Kitchen
45,45,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619313.0,RESIDENTIAL,area,SHAFT,"POLYGON ((-3.4069723798034985 -0.6863360713837121, -3.2061413806728636 -0.8548532886831932, -3.3856136168445286 -1.0687399709116914, -3.5864446159751635 -0.9002227536122103, -3.4069723798034985 -0.6863360713837121))",0.0,2.6,Structure,Structure
46,46,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,910012.0,RESIDENTIAL,area,LIVING_ROOM,"POLYGON ((-3.7491794644057985 -9.4430166201835029, -3.8026689835473455 -9.5067629467865800, -6.5428303452122760 -7.2074945588473032, -4.3695446743031168 -4.6174735528077946, -1.3095190767405507 -7.1851399031155800, -2.9898288984014276 -9.1876551697512667, -3.3162209758479952 -8.9137796979466657, -3.7557073059547301 -9.4375391107474123, -3.7491794644057985 -9.4430166201835029))",0.0,2.6,Zone2,Livingroom
47,47,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619306.0,RESIDENTIAL,area,CORRIDOR,"POLYGON ((-3.0352488027769278 -0.8399021254365788, -3.3877522464192191 -0.5441166158876101, -2.6002764628413404 0.3943604782722669, -1.3158237665881032 -0.6834233054184882, -2.3607424936623076 -1.9287089523781393, -3.2926917462732535 -1.1467106782363512, -3.0352488027769278 -0.8399021254365788))",0.0,2.6,Zone2,Corridor
48,48,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619305.0,RESIDENTIAL,area,SHAFT,"POLYGON ((-4.9549648281531722 0.2925981224711141, -4.9614926697021042 0.2980756319072064, -4.8860931128161882 0.3879333247060082, -3.6342796243076059 -0.6624629118042868, -3.7699317849905345 -0.8241268616413340, -5.5831396467072141 0.6973351863728769, -5.5515601653100344 0.7349701467802277, -4.9836379505530051 0.2584268258402211, -4.9549648281531722 0.2925981224711141))",0.0,2.6,Structure,Structure
49,49,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,619321.0,RESIDENTIAL,area,BALCONY,"POLYGON ((-2.6361770392380670 -10.2408375177041862, -3.1714600462504383 -9.7916817439446397, -2.7989894045961807 -9.3477885186173069, -2.8055172461451119 -9.3423110091812163, -1.1032973867398668 -7.3136843763498049, -1.0967695451909356 -7.3191618857858964, -0.7023888657923099 -6.8491572942628389, -0.1801615418778015 -7.2873580491502006, 0.2470841941373765 -6.7781864083335552, 1.5250090488416834 -7.8504926825882189, -1.7875985847746165 -11.7983047308054481, -3.0524677563810609 -10.7369534754229683, -2.6361770392380670 -10.2408375177041862))",0.0,2.6,Zone4,Balcony
50,50,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((0.2475786502385100 1.4433531787565723, -0.5685702557392016 0.4707047879658024, -0.6664878789731716 0.5528674295071809, 0.1496610270045400 1.5255158202979526, 0.2475786502385100 1.4433531787565723))",0.0,2.6,Structure,Structure
51,51,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-1.0959921037073022 -0.6218501760499446, -1.2164973113013273 -0.7654626901264354, -4.9047277864475420 2.3293301412655563, -4.7842225788535169 2.4729426553420470, -1.0959921037073022 -0.6218501760499446))",0.0,2.6,Structure,Structure
52,52,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-1.0431680397762864 -7.2404692872587537, -2.8397911348144689 -9.3816013153082363, -3.0225706981845475 -9.2282310510976604, -1.2259476031463645 -7.0870990230481770, -1.0431680397762864 -7.2404692872587537))",0.0,2.6,Structure,Structure
53,53,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-2.3345078706331490 -1.9520278221753120, -2.3892829649940683 -2.0173062376646254, -3.7209626409760634 -0.8998943127018517, -3.6661875466151441 -0.8346158972125401, -2.3345078706331490 -1.9520278221753120))",0.0,2.6,Structure,Structure
54,54,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((0.5491355424740867 1.2459369901853652, -0.3436984956089129 0.1818988177095537, -0.4742553265875395 0.2914490064313942, 0.4185787114954600 1.3554871789072056, 0.5491355424740867 1.2459369901853652))",0.0,2.6,Structure,Structure
55,55,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-2.6375858712908724 -10.2409607745376192, -3.1250842111030623 -10.8219386723925091, -4.1695388589320785 -9.9455371626177858, -3.6820405191198886 -9.3645592647628959, -2.6375858712908724 -10.2409607745376192))",0.0,2.6,Structure,Structure
56,56,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-4.3641904217004566 -4.6095368792060576, -6.5606717055733572 -7.2272013403275297, -6.6977563781009151 -7.1121736421695969, -4.5012750942280144 -4.4945091810481248, -4.3641904217004566 -4.6095368792060576))",0.0,2.6,Structure,Structure
57,57,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((3.8198100073605898 -1.4317406408226905, 3.7431248752553010 -1.5231304225077302, 0.4400370514960370 1.2484893521548326, 0.5167221836013258 1.3398791338398741, 3.8198100073605898 -1.4317406408226905))",0.0,2.6,Structure,Structure
58,58,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-3.7372673112245995 -9.5629468732003051, -4.1042604434427652 -10.0003122569787060, -10.6712690416677045 -4.4899377642701310, -10.3042759094495402 -4.0525723804917302, -3.7372673112245995 -9.5629468732003051))",0.0,2.6,Structure,Structure
59,59,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((0.3072135411009564 -6.7049713192425049, -0.1802847987112335 -7.2859492170973947, -0.8461246367022315 -6.7272432546160088, -0.3586262968900416 -6.1462653567611181, 0.3072135411009564 -6.7049713192425049))",0.0,2.6,Structure,Structure
60,60,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-0.2691140277293025 0.2972993013646406, -0.3622316881428667 0.1863259950328064, -0.7016794486872966 0.4711564857095905, -0.6085617882737324 0.5821297920414263, -0.2691140277293025 0.2972993013646406))",0.0,2.6,Structure,Structure
61,61,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-2.8003982366489861 -9.3479117754507399, -3.2385989915363478 -9.8701390993652485, -3.7542984739019247 -9.4374158539139792, -3.3160977190145626 -8.9151885299994706, -2.8003982366489861 -9.3479117754507399))",0.0,2.6,Structure,Structure
62,62,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-3.0859552197545597 -0.8987759562103914, -3.3488756726869768 -1.2121123505590976, -3.4402654543720157 -1.1354272184538079, -3.1773450014395985 -0.8220908241051035, -3.0859552197545597 -0.8987759562103914))",0.0,2.6,Structure,Structure
63,63,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-0.5411827085587415 0.5033439957104573, -1.3573316145364522 -0.4693043950803126, -1.4552492377704223 -0.3871417535389323, -0.6391003317927115 0.5855066372518376, -0.5411827085587415 0.5033439957104573))",0.0,2.6,Structure,Structure
64,64,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((0.5272255047297190 1.2198256239896406, 0.3901408322021611 1.3348533221475716, 0.9460968555681437 1.9974159103183722, 1.0831815280957133 1.8823882121604549, 0.5272255047297190 1.2198256239896406))",0.0,2.6,Structure,Structure
65,65,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-4.8643063319052517 0.4154535229545377, -4.9848115394992769 0.2718410088780470, -5.0174507472439336 0.2992285560585088, -4.8969455396499084 0.4428410701349996, -4.8643063319052517 0.4154535229545377))",0.0,2.6,Structure,Structure
66,66,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-4.4397490066167853 2.0615308132660974, -9.8898708955283468 -4.4336715279205983, -10.3272362793067476 -4.0666783957024322, -4.8771143903951861 2.4285239454842618, -4.4397490066167853 2.0615308132660974))",0.0,2.6,Structure,Structure
67,67,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-4.4566305354983342 -4.5208463961157452, -4.5442706864758069 -4.6252918608986473, -7.8343028271372077 -1.8646271051082675, -7.7466626761597350 -1.7601816403253672, -4.4566305354983342 -4.5208463961157452))",0.0,2.6,Structure,Structure
68,68,dd7f04c697c2d6ba20587aad0f95b928,210,399,1054,1588,7301.0,,RESIDENTIAL,separator,WALL,"POLYGON ((-3.0366576348297318 -0.8400253822700101, -3.1133427669350207 -0.9314151639550499, -3.4789018936751761 -0.6246746355338963, -3.4022167615698873 -0.5332848538488566, -3.0366576348297318 -0.8400253822700101))",0.0,2.6,Structure,Structure
